word_pair	sense_relation	dataset_sim	conceptnet_sim	glove_sim	ernie_sim
goose mallard	co_hyponym	0.72	0.55763579	0.512505048	0.214586078
goose swan	co_hyponym	0.78	0.42536797	0.483615417	0.349840924
goose wolf	co_hyponym	0.52	0.250111318	0.423896907	0.253186179
green grey	co_hyponym	0.72	0.472472047	0.596119528	0.448368816
green pink	co_hyponym	0.74	0.489281112	0.665373817	0.479542033
green red	co_hyponym	0.72	0.623510404	0.784078999	0.450258283
green shade	co_hyponym	0.5	0.270250889	0.517932684	0.23105324
green violet	co_hyponym	0.78	0.456401975	0.559045257	0.410756398
green yellow	co_hyponym	0.68	0.607018482	0.743049337	0.544980606
grey orange	co_hyponym	0.64	0.390766544	0.614772359	0.399746737
grey pink	co_hyponym	0.64	0.388672979	0.639521259	0.427596802
grey purple	co_hyponym	0.66	0.493562647	0.674710908	0.439584358
grey red	co_hyponym	0.58	0.459396127	0.671539692	0.370898284
grey violet	co_hyponym	0.66	0.415221572	0.561829668	0.367940035
grey white	co_hyponym	0.74	0.59044959	0.703058969	0.44014293
grey yellow	co_hyponym	0.6	0.442480651	0.644055241	0.406926312
guitar keyboard	co_hyponym	0.66	0.496632849	0.509391944	0.442691991
guitar piano	co_hyponym	0.86	0.669521421	0.744411004	0.617645413
gull hummingbird	co_hyponym	0.58	0.269745451	0.394655376	0.246063003
gull insect	co_hyponym	0.38	0.153886431	0.275530527	0.13900433
gull mallard	co_hyponym	0.72	0.361472216	0.522624241	0.353767389
gull mammal	co_hyponym	0.38	0.109555738	0.339657561	0.147940136
gull pelican	co_hyponym	0.7	0.445670612	0.602581789	0.365167394
gull reptile	co_hyponym	0.54	0.055979109	0.258736479	0.273848025
gull stork	co_hyponym	0.66	0.319683752	0.480457653	0.370146646
gun jaguar	co_hyponym	0.14	-0.028841903	0.116699782	0.207865068
handwriting sketch	co_hyponym	0.64	0.34468723	0.388045376	0.260724674
hang sit	co_hyponym	0.42	0.313434996	0.663014266	0.369994445
hang stand	co_hyponym	0.5	0.302965634	0.580820685	0.301269517
happy love	co_hyponym	0.78	0.192610976	0.686125985	0.382163161
hat jacket	co_hyponym	0.66	0.494563689	0.565917642	0.358298376
hat jean	co_hyponym	0.62	0.211622125	0.329474341	0.255683479
hawk hummingbird	co_hyponym	0.68	0.391023412	0.495174056	0.359921995
hawk insect	co_hyponym	0.42	0.118852343	0.280517871	0.275147823
hawk mallard	co_hyponym	0.62	0.323129189	0.429124063	0.193689203
hawk mammal	co_hyponym	0.48	0.084779959	0.271065515	0.248793369
hawk owl	co_hyponym	0.74	0.391962816	0.549472679	0.353089643
hawk pelican	co_hyponym	0.7	0.390120405	0.538854641	0.177704452
hawk reptile	co_hyponym	0.48	0.111539914	0.336579027	0.142616644
heart wing	co_hyponym	0.4	0.057535291	0.229271385	0.24100366
hill river	co_hyponym	0.46	0.241745363	0.51479042	0.350272588
hill shore	co_hyponym	0.44	0.185635189	0.488649849	0.296064946
hill valley	co_hyponym	0.76	0.448951572	0.648271234	0.437880263
hot wet	co_hyponym	0.58	0.413653352	0.650284711	0.409321265
hotel house	co_hyponym	0.64	0.306794326	0.443504403	0.386698177
hotel library	co_hyponym	0.36	0.127904217	0.260946164	0.295908184
hotel restaurant	co_hyponym	0.72	0.536291511	0.647339574	0.572970808
house windmill	co_hyponym	0.36	0.193171046	0.322163747	0.197137917
hummingbird insect	co_hyponym	0.52	0.308429543	0.482565447	0.360414555
hummingbird mallard	co_hyponym	0.74	0.270529402	0.380104838	0.21973906
hummingbird mammal	co_hyponym	0.48	0.157654766	0.333708608	0.267967626
hummingbird moss	co_hyponym	0.34	0.036764004	0.253747423	0.169257768
hummingbird pelican	co_hyponym	0.64	0.374668982	0.49544792	0.239404075
hummingbird reptile	co_hyponym	0.44	0.147401413	0.369267208	0.189137563
hummingbird rodent	co_hyponym	0.46	0.182243469	0.351027708	0.258751839
hummingbird stork	co_hyponym	0.76	0.316135379	0.470511808	0.185613147
insect lizard	co_hyponym	0.64	0.293299599	0.479012666	0.394118331
insect mammal	co_hyponym	0.5	0.234035409	0.496549527	0.406976809
insect plant	co_hyponym	0.6	0.188800975	0.450185566	0.350791447
insect reptile	co_hyponym	0.68	0.331012928	0.472160718	0.233438489
insect rodent	co_hyponym	0.56	0.39803384	0.601931083	0.270357124
insect stork	co_hyponym	0.28	0.144133205	0.280925799	0.170269955
ivy oak	co_hyponym	0.66	0.253291635	0.413421511	0.322006735
ivy tree	co_hyponym	0.7	0.272468269	0.460658375	0.263957262
jacket shirt	co_hyponym	0.68	0.703331088	0.715637307	0.569021867
jacket skirt	co_hyponym	0.64	0.548959872	0.607635801	0.375426733
jacket sock	co_hyponym	0.72	0.311861918	0.399084189	0.282871441
jump swimming	co_hyponym	0.56	0.271207152	0.36863054	0.287671263
kiss sit	co_hyponym	0.28	0.018257247	0.393040184	0.237330214
kiss smile	co_hyponym	0.46	0.2842618	0.621414416	0.453289064
kitchen patio	co_hyponym	0.54	0.414468134	0.636526384	0.443556546
kitchen porch	co_hyponym	0.52	0.363133436	0.567131639	0.40849933
kitchen stair	co_hyponym	0.54	0.244939188	0.386260308	0.311353384
kitchen staircase	co_hyponym	0.32	0.306479534	0.511727332	0.35558473
knit stitch	co_hyponym	0.74	0.662013234	0.700272764	0.403422551
lake valley	co_hyponym	0.6	0.429007227	0.638216184	0.402791224
lily rose	co_hyponym	0.8	0.427378813	0.530816647	0.415786174
lily tulip	co_hyponym	0.88	0.355220457	0.532443529	0.246509526
line subway	co_hyponym	0.54	0.252742433	0.292607598	0.217658216
lion pelican	co_hyponym	0.38	0.146365231	0.38979844	0.193280813
lip tongue	co_hyponym	0.82	0.480435725	0.536742294	0.329630048
lizard snake	co_hyponym	0.78	0.603607833	0.728569021	0.441196997
lunch tea	co_hyponym	0.58	0.336190345	0.508323606	0.369870953
mallard stork	co_hyponym	0.66	0.307994881	0.490393194	0.313966597
mallard swan	co_hyponym	0.8	0.427882402	0.549989457	0.260326785
mammal pelican	co_hyponym	0.44	0.15595891	0.367239356	0.17686901
mammal reptile	co_hyponym	0.5	0.496729557	0.612577726	0.211634456
maple oak	co_hyponym	0.86	0.595152291	0.700637261	0.475531024
meat pepper	co_hyponym	0.5	0.277765535	0.510512325	0.267105903
metal punk	co_hyponym	0.58	0.327939959	0.476330542	0.344170795
morning night	co_hyponym	0.74	0.575927396	0.746028285	0.612724796
morning sunset	co_hyponym	0.64	0.393062622	0.481840345	0.318439854
mountain sea	co_hyponym	0.52	0.17462019	0.477623163	0.345407974
mud sand	co_hyponym	0.64	0.429234922	0.678209547	0.415841468
mud water	co_hyponym	0.6	0.301630922	0.50992378	0.352818295
mushroom pepper	co_hyponym	0.56	0.24718197	0.55999513	0.292118713
mushroom salad	co_hyponym	0.54	0.302448658	0.580367968	0.245753213
noodle rice	co_hyponym	0.82	0.555985197	0.658616803	0.224151584
noodle soup	co_hyponym	0.76	0.637051881	0.750260826	0.336027105
nut sunflower	co_hyponym	0.58	0.201639507	0.43692187	0.211640853
oak rose	co_hyponym	0.46	0.063275613	0.334607854	0.291831447
orange pink	co_hyponym	0.66	0.484075027	0.736854475	0.431113884
orange purple	co_hyponym	0.74	0.602767247	0.769508533	0.516492083
orange raspberry	co_hyponym	0.62	0.439711304	0.637932422	0.258806262
orange red	co_hyponym	0.8	0.557057027	0.787887118	0.372703889
orange salad	co_hyponym	0.48	0.209334663	0.467461288	0.286375428
orange shade	co_hyponym	0.46	0.265773408	0.49887112	0.203571304
orange strawberry	co_hyponym	0.74	0.451125721	0.647511371	0.371064376
orange violet	co_hyponym	0.66	0.48413474	0.646732568	0.352553491
orange white	co_hyponym	0.6	0.366541898	0.675040218	0.413767612
orange yellow	co_hyponym	0.82	0.60270714	0.816275673	0.508338048
paint sculpture	co_hyponym	0.56	0.299072897	0.379346827	0.298518387
painting sculpture	co_hyponym	0.76	0.555755809	0.688432942	0.496519079
panda pig	co_hyponym	0.52	0.164989882	0.437306807	0.267178373
parrot pelican	co_hyponym	0.74	0.36960434	0.477777826	0.205756242
parrot reptile	co_hyponym	0.36	0.342535021	0.485881424	0.233590816
patio stair	co_hyponym	0.56	0.300631656	0.459398919	0.364879487
patio staircase	co_hyponym	0.5	0.361027025	0.504873462	0.400806903
paw whisker	co_hyponym	0.74	0.265242903	0.343508611	0.281959108
pebble sand	co_hyponym	0.8	0.540036199	0.607659813	0.244263896
pelican stork	co_hyponym	0.82	0.383388314	0.569758363	0.388754648
pepper potato	co_hyponym	0.62	0.420900034	0.633304724	0.273802179
pepper salad	co_hyponym	0.68	0.395898345	0.626738102	0.268122207
pepper soup	co_hyponym	0.54	0.323476573	0.583396809	0.2547409
pepper strawberry	co_hyponym	0.48	0.191535142	0.485274236	0.320836976
pepper sunflower	co_hyponym	0.34	0.186559885	0.479677029	0.257301217
pepper tomato	co_hyponym	0.54	0.549447494	0.739737207	0.333914434
petal twig	co_hyponym	0.58	0.235279253	0.450989025	0.224572562
pink purple	co_hyponym	0.76	0.763136842	0.889270811	0.559763912
pink red	co_hyponym	0.62	0.669928158	0.783534421	0.474076161
pink shade	co_hyponym	0.28	0.326598887	0.525678064	0.193746123
pink violet	co_hyponym	0.7	0.586700028	0.660816206	0.44670044
pink white	co_hyponym	0.66	0.53641306	0.721896225	0.470356558
pink yellow	co_hyponym	0.72	0.630959883	0.765840084	0.558208332
porch stair	co_hyponym	0.64	0.374484101	0.49836547	0.344399286
porch staircase	co_hyponym	0.54	0.45304869	0.616747005	0.335631939
porch tower	co_hyponym	0.4	0.155658774	0.376292732	0.335113423
porch wall	co_hyponym	0.48	0.329687964	0.527898666	0.236282846
porch window	co_hyponym	0.56	0.431897887	0.525589719	0.354562035
potato rice	co_hyponym	0.68	0.44928369	0.729330544	0.428886462
potato soup	co_hyponym	0.66	0.438895337	0.7152265	0.312428776
potato tomato	co_hyponym	0.64	0.609255787	0.769358216	0.525948214
pub restaurant	co_hyponym	0.78	0.650487656	0.598541937	0.338188222
purple red	co_hyponym	0.68	0.7308375	0.814118869	0.498187781
purple shade	co_hyponym	0.56	0.34736818	0.547001206	0.243334528
purple violet	co_hyponym	0.78	0.749128799	0.731451578	0.510710841
purple white	co_hyponym	0.72	0.510109586	0.694203481	0.445918751
purple yellow	co_hyponym	0.68	0.708335335	0.804178786	0.561162204
rain sun	co_hyponym	0.6	0.300858439	0.631353281	0.427588158
rain sunny	co_hyponym	0.64	0.428099593	0.603641912	0.338516821
rain sunshine	co_hyponym	0.64	0.433555988	0.657581518	0.404117315
rain wind	co_hyponym	0.64	0.411139774	0.630865971	0.36533869
raspberry strawberry	co_hyponym	0.88	0.704503728	0.833600404	0.350288347
red shade	co_hyponym	0.42	0.280556856	0.490703664	0.13067919
red violet	co_hyponym	0.84	0.539591024	0.633895186	0.357556061
red white	co_hyponym	0.62	0.590391136	0.764826651	0.465897776
red yellow	co_hyponym	0.82	0.753593733	0.834668099	0.511172019
reptile rodent	co_hyponym	0.6	0.382049075	0.498005487	0.221326308
reptile stork	co_hyponym	0.36	0.123366089	0.317344924	0.313428052
rice soup	co_hyponym	0.56	0.440365566	0.684216262	0.349614171
roof stair	co_hyponym	0.6	0.317127651	0.488634193	0.317619677
roof staircase	co_hyponym	0.56	0.382407101	0.538113836	0.334794055
roof wall	co_hyponym	0.76	0.364121184	0.607027732	0.287862217
salad sandwich	co_hyponym	0.66	0.555600844	0.712287732	0.401985954
salad soup	co_hyponym	0.82	0.60904964	0.810600591	0.499941046
salad strawberry	co_hyponym	0.54	0.257034345	0.588910288	0.258956587
salad sunflower	co_hyponym	0.4	0.193559562	0.472652333	0.297046969
salad sweet	co_hyponym	0.4	0.11352724	0.538266197	0.240048785
shade violet	co_hyponym	0.5	0.327016263	0.510342438	0.203773288
shade white	co_hyponym	0.46	0.225867326	0.458403298	0.259836688
shade yellow	co_hyponym	0.42	0.308881476	0.498395422	0.221852607
shirt skirt	co_hyponym	0.86	0.583561194	0.61984826	0.350290189
shirt sock	co_hyponym	0.62	0.355584337	0.436789488	0.271413392
shore valley	co_hyponym	0.48	0.123312593	0.438517288	0.312156044
sing write	co_hyponym	0.5	0.265995538	0.418282258	0.334907812
skateboard swimsuit	co_hyponym	0.4	0.178727631	0.240407024	0.351684849
skirt wig	co_hyponym	0.22	0.293083109	0.445688141	0.294493432
smile tear	co_hyponym	0.54	0.174079905	0.418899822	0.304996108
spring summer	co_hyponym	0.76	0.67241632	0.734597263	0.566484937
spring winter	co_hyponym	0.72	0.583395566	0.676399936	0.535663657
stair wall	co_hyponym	0.56	0.320097525	0.487479974	0.236229056
staircase wall	co_hyponym	0.64	0.367968092	0.562203968	0.258492039
stand walk	co_hyponym	0.56	0.296102454	0.500338884	0.348326729
strawberry tomato	co_hyponym	0.68	0.40420494	0.599379387	0.437752843
theatre tv	co_hyponym	0.52	0.209617994	0.362925092	0.354420485
town village	co_hyponym	0.86	0.684002796	0.746289858	0.615663511
violet white	co_hyponym	0.64	0.366544603	0.547457695	0.294052924
violet yellow	co_hyponym	0.68	0.533360162	0.639991046	0.400597627
white yellow	co_hyponym	0.7	0.604306983	0.747869268	0.515843357
baby mother	entails	0.84	0.414586722	0.597457109	0.385298281
baby pregnant	entails	0.86	0.505677964	0.620161797	0.421190824
bear live	entails	0.7	0.09803772	0.298428474	0.268758499
child live	entails	0.44	-0.023982373	0.280286174	0.212252942
child mother	entails	0.86	0.471273984	0.667373589	0.390961858
concert music	entails	0.92	0.55863203	0.630897452	0.442424442
cooking diner	entails	0.64	0.300859294	0.392154042	0.387265894
daughter mother	entails	0.8	0.72118838	0.857828633	0.493838227
daughter son	entails	0.82	0.804199199	0.825121882	0.705806293
fall stop	entails	0.54	0.062106828	0.413778291	0.228363054
holiday travel	entails	0.74	0.287734558	0.512415303	0.296166148
kid mom	entails	0.8	0.365529987	0.642683582	0.3955949
lamb mother	entails	0.46	0.048801843	0.284926027	0.210352508
live male	entails	0.46	-0.041620055	0.265779078	0.224710036
mother pregnant	entails	0.84	0.327254077	0.624662131	0.379053829
mother son	entails	0.82	0.600161179	0.688325156	0.42399811
pregnant round	entails	0.54	0.073169291	0.184037296	0.168084331
sink sunset	entails	0.46	-0.021442557	0.138993879	0.189681777
air cold	has_property	0.7	0.223861319	0.510368301	0.290644956
amphibian brown	has_property	0.46	0.069029794	0.134810226	0.190888052
ancient ruin	has_property	0.76	0.127256748	0.360380464	0.194760769
bath hot	has_property	0.66	0.211167106	0.410880829	0.249150167
beard blonde	has_property	0.56	0.37145832	0.353057175	0.31867511
beauty orchid	has_property	0.46	0.154145538	0.329445864	0.23502263
beauty peacock	has_property	0.58	0.116446387	0.295338198	0.226680794
beauty scenery	has_property	0.74	0.287899793	0.465812205	0.320590619
berry bright	has_property	0.4	0.05818338	0.297859188	0.240805139
berry purple	has_property	0.62	0.274455233	0.454074704	0.311260403
berry sweet	has_property	0.64	0.248126835	0.441762951	0.307292021
black paint	has_property	0.52	0.190811355	0.441852802	0.251492919
black skirt	has_property	0.48	0.138581169	0.469429285	0.213406207
black stripe	has_property	0.44	0.327885955	0.507592819	0.210988961
blonde girl	has_property	0.68	0.349011592	0.697916519	0.395078926
blonde hair	has_property	0.78	0.539844203	0.532873242	0.455615037
blonde haircut	has_property	0.64	0.406567128	0.401887223	0.415494137
blonde wig	has_property	0.6	0.384932121	0.456252462	0.279217254
blue fabric	has_property	0.52	0.1595135	0.408844782	0.196595885
blue shirt	has_property	0.48	0.236348562	0.550789284	0.291530656
blue skirt	has_property	0.44	0.11908866	0.460130746	0.171525432
blue sky	has_property	0.86	0.41981014	0.626018244	0.350298319
blue stripe	has_property	0.5	0.473620929	0.587901706	0.290546961
bright colour	has_property	0.78	0.360799671	0.598558831	0.317752055
bright fruit	has_property	0.4	0.085411392	0.363793028	0.179401542
bright light	has_property	0.78	0.620190788	0.690815729	0.410561787
bright orange	has_property	0.62	0.287414638	0.63086754	0.325591117
bright pink	has_property	0.58	0.337270565	0.622423147	0.359292019
bright purple	has_property	0.48	0.34824023	0.642660229	0.371759263
bright red	has_property	0.6	0.376729305	0.634771117	0.345336242
bright sky	has_property	0.72	0.36871663	0.6073755	0.275037202
bright star	has_property	0.66	0.303464061	0.35581679	0.270970283
bright sun	has_property	0.9	0.361122206	0.565701964	0.31875214
bright sunlight	has_property	0.8	0.471174282	0.573831999	0.317406477
bright violet	has_property	0.36	0.297854949	0.561985826	0.3365652
bright yellow	has_property	0.6	0.417020318	0.642525387	0.388319873
brown feather	has_property	0.54	0.100060231	0.437177662	0.246744597
brown gull	has_property	0.5	0.112693974	0.253763946	0.236610968
brown hawk	has_property	0.42	0.157438773	0.284622942	0.222223033
brown hummingbird	has_property	0.4	0.076625749	0.202050515	0.205780748
building tall	has_property	0.8	0.199237036	0.31353551	0.256418226
cherry sweet	has_property	0.52	0.310327921	0.570928803	0.246022374
city small	has_property	0.42	0.045288331	0.36954083	0.247664585
clothes cute	has_property	0.5	0.121241457	0.515852402	0.270576551
clothes sexy	has_property	0.54	0.102853365	0.469451731	0.309216422
cloud misty	has_property	0.7	0.416654857	0.414623836	0.209640729
cold winter	has_property	0.86	0.536218782	0.655550703	0.388599955
colorful outfit	has_property	0.6	0.137035366	0.343663404	0.246955297
colorful toy	has_property	0.44	0.171741595	0.352732316	0.202181845
colorful wood	has_property	0.3	0.031989528	0.29590292	0.222127184
colour rainbow	has_property	0.82	0.355234361	0.430122291	0.294357483
cone hill	has_property	0.4	0.198310584	0.272230644	0.287998559
cute dude	has_property	0.32	0.141368611	0.495872437	0.287960197
cute fashion	has_property	0.34	0.059389467	0.40883915	0.217869201
cute guy	has_property	0.52	0.080211065	0.482503504	0.295986667
cute haircut	has_property	0.48	0.126516858	0.390292452	0.215859825
cute idea	has_property	0.34	0.089770825	0.411539601	0.206123038
cute kid	has_property	0.62	0.28192515	0.547490626	0.330962691
cute lady	has_property	0.46	-0.077642384	0.521049405	0.207123479
cute mammal	has_property	0.4	0.128251068	0.189011457	0.230205162
cute mom	has_property	0.42	0.137857417	0.555754893	0.285858397
cute smile	has_property	0.48	0.218347099	0.523041563	0.321583219
daffodil purple	has_property	0.56	0.373992872	0.419356062	0.169407242
daisy pink	has_property	0.48	0.313972307	0.514008952	0.305320834
daisy purple	has_property	0.48	0.185785285	0.475507615	0.28438821
daisy violet	has_property	0.76	0.363941866	0.425854086	0.360030474
dark shade	has_property	0.6	0.455249039	0.564226707	0.330752237
dark silhouette	has_property	0.58	0.211397766	0.366401655	0.247590582
desk white	has_property	0.38	0.127586306	0.289246275	0.142877524
dessert sweet	has_property	0.74	0.443374308	0.571042866	0.3052041
dirty hand	has_property	0.48	0.085326123	0.394189303	0.175251616
downtown urban	has_property	0.72	0.493604138	0.487861305	0.355973748
dress match	has_property	0.48	0.152461055	0.286849557	0.253697436
dude happy	has_property	0.24	-0.079465971	0.41807564	0.181169038
dude sexy	has_property	0.5	0.093564525	0.461172178	0.274588662
feather grey	has_property	0.4	0.178849933	0.388313106	0.208374756
flower pink	has_property	0.66	0.391666016	0.589627586	0.308759528
flower purple	has_property	0.58	0.334310599	0.609308377	0.332857163
flower shade	has_property	0.42	0.169251529	0.447274733	0.268274332
flower violet	has_property	0.68	0.371636074	0.525891665	0.315033284
flower yellow	has_property	0.62	0.265323158	0.533671516	0.310264164
